game_id,date,game_time,team_away,team_home,venue,game_type,status,home_score,away_score
778869,2025-02-20,2025-02-20T20:05:00Z,Chicago Cubs,Los Angeles Dodgers,Camelback Ranch,S,Final,4,12
779055,2025-02-21,2025-02-21T18:05:00Z,Tampa Bay Rays,New York Yankees,George M. Steinbrenner Field,S,Final,4,0
778780,2025-02-21,2025-02-21T18:05:00Z,Northeastern Huskies,Boston Red Sox,JetBlue Park,E,Final,5,2
778760,2025-02-21,2025-02-21T20:05:00Z,Los Angeles Dodgers,Chicago Cubs,Sloan Park,S,Final,7,3
778949,2025-02-21,2025-02-21T20:05:00Z,Texas Rangers,Kansas City Royals,Surprise Stadium,S,Final,5,2
787940,2025-02-21,2025-02-21T20:10:00Z,Colorado Rockies,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,8,12
788017,2025-02-21,2025-02-21T20:10:00Z,Seattle Mariners,San Diego Padres,Peoria Stadium,S,Final,5,2
778740,2025-02-22,2025-02-22T18:05:00Z,Washington Nationals,Houston Astros,CACTI Park of the Palm Beaches,S,Final,3,6
779135,2025-02-22,2025-02-22T18:05:00Z,Pittsburgh Pirates,Baltimore Orioles,Ed Smith Stadium,S,Final,5,10
778977,2025-02-22,2025-02-22T18:05:00Z,Boston Red Sox,Tampa Bay Rays,Charlotte Sports Park,S,Final,4,6
779117,2025-02-22,2025-02-22T18:05:00Z,Philadelphia Phillies,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,7,6
778880,2025-02-22,2025-02-22T18:05:00Z,Atlanta Braves,Minnesota Twins,Lee Health Sports Complex,S,Final,3,1
778963,2025-02-22,2025-02-22T18:07:00Z,New York Yankees,Toronto Blue Jays,TD Ballpark,S,Final,6,4
778898,2025-02-22,2025-02-22T18:10:00Z,Houston Astros,New York Mets,Clover Park,S,Final,6,2
779087,2025-02-22,2025-02-22T18:10:00Z,St. Louis Cardinals,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,7,6
778840,2025-02-22,2025-02-22T20:05:00Z,Cleveland Guardians,Cincinnati Reds,Goodyear Ballpark,S,Final,6,3
778867,2025-02-22,2025-02-22T20:05:00Z,Kansas City Royals,Los Angeles Dodgers,Camelback Ranch,S,Final,10,11
778944,2025-02-22,2025-02-22T20:05:00Z,San Francisco Giants,Texas Rangers,Surprise Stadium,S,Final,1,6
778757,2025-02-22,2025-02-22T20:05:00Z,Chicago White Sox,Chicago Cubs,Sloan Park,S,Final,7,3
778808,2025-02-22,2025-02-22T20:10:00Z,Arizona Diamondbacks,Colorado Rockies,Salt River Fields at Talking Stick,S,Final,9,3
779026,2025-02-22,2025-02-22T20:10:00Z,Athletics,San Diego Padres,Peoria Stadium,S,Final,10,3
779162,2025-02-22,2025-02-22T20:10:00Z,Seattle Mariners,Los Angeles Angels,Tempe Diablo Stadium,S,Final,11,10
779103,2025-02-22,2025-02-22T20:10:00Z,Cincinnati Reds,Milwaukee Brewers,American Family Fields of Phoenix,S,Final,8,7
778742,2025-02-23,2025-02-23T18:05:00Z,New York Mets,Washington Nationals,CACTI Park of the Palm Beaches,S,Final,11,6
779085,2025-02-23,2025-02-23T18:05:00Z,Houston Astros,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,6,11
778778,2025-02-23,2025-02-23T18:05:00Z,Toronto Blue Jays,Boston Red Sox,JetBlue Park,S,Final,7,8
779039,2025-02-23,2025-02-23T18:05:00Z,Minnesota Twins,Pittsburgh Pirates,LECOM Park,S,Final,5,1
778915,2025-02-23,2025-02-23T18:05:00Z,Baltimore Orioles,Philadelphia Phillies,BayCare Ballpark,S,Final,3,7
778705,2025-02-23,2025-02-23T18:05:00Z,Tampa Bay Rays,Atlanta Braves,CoolToday Park,S,Final,2,4
779054,2025-02-23,2025-02-23T18:05:00Z,Detroit Tigers,New York Yankees,George M. Steinbrenner Field,S,Final,0,4
778897,2025-02-23,2025-02-23T18:10:00Z,Miami Marlins,New York Mets,Clover Park,S,Final: Tied,1,1
778842,2025-02-23,2025-02-23T20:05:00Z,Los Angeles Angels,Cleveland Guardians,Goodyear Ballpark,S,Final,14,2
779143,2025-02-23,2025-02-23T20:05:00Z,Colorado Rockies,Athletics,Hohokam Stadium,S,Final,4,0
778864,2025-02-23,2025-02-23T20:05:00Z,San Diego Padres,Los Angeles Dodgers,Camelback Ranch,S,Final,8,3
778993,2025-02-23,2025-02-23T20:05:00Z,Cincinnati Reds,San Francisco Giants,Scottsdale Stadium,S,Final,5,2
778755,2025-02-23,2025-02-23T20:05:00Z,Texas Rangers,Chicago Cubs,Sloan Park,S,Final,6,5
778941,2025-02-23,2025-02-23T20:05:00Z,Chicago White Sox,Kansas City Royals,Surprise Stadium,S,Final,4,3
779020,2025-02-23,2025-02-23T20:10:00Z,Arizona Diamondbacks,Seattle Mariners,Peoria Stadium,S,Final,11,5
778807,2025-02-23,2025-02-23T20:10:00Z,Milwaukee Brewers,Colorado Rockies,Salt River Fields at Talking Stick,S,Final,6,1
779082,2025-02-24,2025-02-24T18:05:00Z,New York Mets,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,7,4
778837,2025-02-24,2025-02-24T20:05:00Z,Los Angeles Dodgers,Cincinnati Reds,Goodyear Ballpark,S,Final,8,1
778943,2025-02-24,2025-02-24T20:05:00Z,Athletics,Kansas City Royals,Surprise Stadium,S,Final: Tied,1,1
778994,2025-02-24,2025-02-24T20:05:00Z,Colorado Rockies,San Francisco Giants,Scottsdale Stadium,S,Final: Tied,2,2
778865,2025-02-24,2025-02-24T20:05:00Z,Texas Rangers,Chicago White Sox,Camelback Ranch,S,Final,3,11
778806,2025-02-24,2025-02-24T20:10:00Z,Cleveland Guardians,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,4,3
779019,2025-02-24,2025-02-24T20:10:00Z,Chicago Cubs,San Diego Padres,Peoria Stadium,S,Final,5,10
779159,2025-02-24,2025-02-24T20:10:00Z,San Francisco Giants,Los Angeles Angels,Tempe Diablo Stadium,S,Final,7,4
779104,2025-02-24,2025-02-24T20:10:00Z,Seattle Mariners,Milwaukee Brewers,American Family Fields of Phoenix,S,Final,8,12
779114,2025-02-24,2025-02-24T18:05:00Z,Toronto Blue Jays,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Cancelled,,
778978,2025-02-24,2025-02-24T18:05:00Z,Minnesota Twins,Tampa Bay Rays,Charlotte Sports Park,S,Cancelled,,
778913,2025-02-24,2025-02-24T18:05:00Z,Pittsburgh Pirates,Philadelphia Phillies,BayCare Ballpark,S,Cancelled,,
778737,2025-02-24,2025-02-24T18:05:00Z,Miami Marlins,Houston Astros,CACTI Park of the Palm Beaches,S,Cancelled,,
779134,2025-02-24,2025-02-24T21:05:00Z,Atlanta Braves,Baltimore Orioles,Ed Smith Stadium,S,Cancelled,,
778771,2025-02-24,2025-02-24T21:05:00Z,New York Yankees,Boston Red Sox,JetBlue Park,S,Cancelled,,
779130,2025-02-25,2025-02-25T18:05:00Z,Detroit Tigers,Baltimore Orioles,Ed Smith Stadium,S,Final,8,7
778739,2025-02-25,2025-02-25T18:05:00Z,New York Mets,Houston Astros,CACTI Park of the Palm Beaches,S,Final,8,5
778975,2025-02-25,2025-02-25T18:05:00Z,Philadelphia Phillies,Tampa Bay Rays,Charlotte Sports Park,S,Final,4,5
778703,2025-02-25,2025-02-25T18:05:00Z,Boston Red Sox,Atlanta Braves,CoolToday Park,S,Final,6,1
779038,2025-02-25,2025-02-25T18:05:00Z,Atlanta Braves,Pittsburgh Pirates,LECOM Park,S,Final,1,2
778882,2025-02-25,2025-02-25T18:05:00Z,New York Yankees,Minnesota Twins,Lee Health Sports Complex,S,Final,5,4
778958,2025-02-25,2025-02-25T18:07:00Z,St. Louis Cardinals,Toronto Blue Jays,TD Ballpark,S,Final,3,2
779084,2025-02-25,2025-02-25T18:10:00Z,Washington Nationals,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,7,14
778758,2025-02-25,2025-02-25T20:05:00Z,Arizona Diamondbacks,Chicago Cubs,Sloan Park,S,Final,4,2
778866,2025-02-25,2025-02-25T20:05:00Z,Seattle Mariners,Los Angeles Dodgers,Camelback Ranch,S,Final,5,11
779144,2025-02-25,2025-02-25T20:05:00Z,San Francisco Giants,Athletics,Hohokam Stadium,S,Final,7,5
778942,2025-02-25,2025-02-25T20:05:00Z,Kansas City Royals,Texas Rangers,Surprise Stadium,S,Final,6,15
778832,2025-02-25,2025-02-25T20:05:00Z,Milwaukee Brewers,Cleveland Guardians,Goodyear Ballpark,S,Final,6,9
779021,2025-02-25,2025-02-25T20:10:00Z,Los Angeles Angels,San Diego Padres,Peoria Stadium,S,Final,1,2
778805,2025-02-25,2025-02-25T20:10:00Z,Chicago White Sox,Colorado Rockies,Salt River Fields at Talking Stick,S,Final,14,3
778741,2025-02-26,2025-02-26T18:05:00Z,Houston Astros,Washington Nationals,CACTI Park of the Palm Beaches,S,Final,0,3
779037,2025-02-26,2025-02-26T18:05:00Z,Baltimore Orioles,Pittsburgh Pirates,LECOM Park,S,Final,7,3
778772,2025-02-26,2025-02-26T18:05:00Z,Tampa Bay Rays,Boston Red Sox,JetBlue Park,S,Final,2,8
779116,2025-02-26,2025-02-26T18:05:00Z,Minnesota Twins,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,0,4
778707,2025-02-26,2025-02-26T18:05:00Z,Pittsburgh Pirates,Atlanta Braves,CoolToday Park,S,Final,9,4
779053,2025-02-26,2025-02-26T18:05:00Z,St. Louis Cardinals,New York Yankees,George M. Steinbrenner Field,S,Final,7,0
778960,2025-02-26,2025-02-26T18:07:00Z,Philadelphia Phillies,Toronto Blue Jays,TD Ballpark,S,Final,6,9
779083,2025-02-26,2025-02-26T18:10:00Z,New York Mets,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,4,1
778939,2025-02-26,2025-02-26T20:05:00Z,Colorado Rockies,Kansas City Royals,Surprise Stadium,S,Final,6,7
778991,2025-02-26,2025-02-26T20:05:00Z,Chicago Cubs,San Francisco Giants,Scottsdale Stadium,S,Final: Tied,4,4
778835,2025-02-26,2025-02-26T20:05:00Z,Texas Rangers,Cleveland Guardians,Goodyear Ballpark,S,Final,4,7
778863,2025-02-26,2025-02-26T20:05:00Z,San Diego Padres,Chicago White Sox,Camelback Ranch,S,Final,1,3
779160,2025-02-26,2025-02-26T20:10:00Z,Cincinnati Reds,Los Angeles Angels,Tempe Diablo Stadium,S,Final,4,9
779023,2025-02-26,2025-02-26T20:10:00Z,Athletics,Seattle Mariners,Peoria Stadium,S,Final,5,8
778803,2025-02-26,2025-02-26T20:10:00Z,Milwaukee Brewers,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,7,1
779102,2025-02-26,2025-02-26T20:10:00Z,Los Angeles Dodgers,Milwaukee Brewers,American Family Fields of Phoenix,S,Final,3,9
779115,2025-02-27,2025-02-27T18:05:00Z,Boston Red Sox,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,5,6
778972,2025-02-27,2025-02-27T18:05:00Z,Detroit Tigers,Tampa Bay Rays,Charlotte Sports Park,S,Final: Tied,7,7
779132,2025-02-27,2025-02-27T18:05:00Z,Toronto Blue Jays,Baltimore Orioles,Ed Smith Stadium,S,Final,11,8
778883,2025-02-27,2025-02-27T18:05:00Z,Pittsburgh Pirates,Minnesota Twins,Lee Health Sports Complex,S,Final,1,12
779081,2025-02-27,2025-02-27T18:05:00Z,Miami Marlins,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,8,4
778914,2025-02-27,2025-02-27T18:05:00Z,New York Yankees,Philadelphia Phillies,BayCare Ballpark,S,Final: Tied,7,7
778896,2025-02-27,2025-02-27T18:10:00Z,Houston Astros,New York Mets,Clover Park,S,Final,5,0
778759,2025-02-27,2025-02-27T20:05:00Z,Los Angeles Angels,Chicago Cubs,Sloan Park,S,Final: Tied,4,4
778836,2025-02-27,2025-02-27T20:05:00Z,Arizona Diamondbacks,Cincinnati Reds,Goodyear Ballpark,S,Final: Tied,3,3
779145,2025-02-27,2025-02-27T20:05:00Z,San Diego Padres,Athletics,Hohokam Stadium,S,Final,6,4
778938,2025-02-27,2025-02-27T20:05:00Z,Seattle Mariners,Texas Rangers,Surprise Stadium,S,Final,8,0
778862,2025-02-27,2025-02-27T20:05:00Z,Cleveland Guardians,Chicago White Sox,Camelback Ranch,S,Final,4,2
778804,2025-02-27,2025-02-27T20:10:00Z,Los Angeles Dodgers,Colorado Rockies,Salt River Fields at Talking Stick,S,Final,2,0
779022,2025-02-27,2025-02-27T20:10:00Z,San Francisco Giants,Seattle Mariners,Peoria Stadium,S,Final,4,6
779098,2025-02-27,2025-02-27T20:10:00Z,Kansas City Royals,Milwaukee Brewers,American Family Fields of Phoenix,S,Final,12,5
778736,2025-02-27,2025-02-27T23:05:00Z,Atlanta Braves,Washington Nationals,CACTI Park of the Palm Beaches,S,Final,3,4
778738,2025-02-28,2025-02-28T18:05:00Z,St. Louis Cardinals,Houston Astros,CACTI Park of the Palm Beaches,S,Final,3,2
779035,2025-02-28,2025-02-28T18:05:00Z,Tampa Bay Rays,Pittsburgh Pirates,LECOM Park,S,Final,3,2
778879,2025-02-28,2025-02-28T18:05:00Z,Baltimore Orioles,Minnesota Twins,Lee Health Sports Complex,S,Final,10,13
778911,2025-02-28,2025-02-28T18:05:00Z,Boston Red Sox,Philadelphia Phillies,BayCare Ballpark,S,Final,7,5
778962,2025-02-28,2025-02-28T18:07:00Z,Detroit Tigers,Toronto Blue Jays,TD Ballpark,S,Final,10,7
778894,2025-02-28,2025-02-28T18:10:00Z,Washington Nationals,New York Mets,Clover Park,S,Final,7,0
779080,2025-02-28,2025-02-28T18:10:00Z,Atlanta Braves,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,2,7
778834,2025-02-28,2025-02-28T20:05:00Z,Colorado Rockies,Cleveland Guardians,Goodyear Ballpark,S,Final,3,1
779142,2025-02-28,2025-02-28T20:05:00Z,Cincinnati Reds,Athletics,Hohokam Stadium,S,Final,13,1
778937,2025-02-28,2025-02-28T20:05:00Z,Chicago Cubs,Texas Rangers,Surprise Stadium,S,Final,8,8
778990,2025-02-28,2025-02-28T20:05:00Z,Milwaukee Brewers,San Francisco Giants,Scottsdale Stadium,S,Final,9,2
778800,2025-02-28,2025-02-28T20:10:00Z,Kansas City Royals,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,6,1
779161,2025-02-28,2025-02-28T20:10:00Z,Chicago White Sox,Los Angeles Angels,Tempe Diablo Stadium,S,Final,3,2
779052,2025-02-28,2025-02-28T23:35:00Z,Toronto Blue Jays,New York Yankees,George M. Steinbrenner Field,S,Final,6,3
778861,2025-02-28,2025-03-01T01:05:00Z,Los Angeles Angels,Los Angeles Dodgers,Camelback Ranch,S,Final,6,5
779017,2025-02-28,2025-03-01T01:40:00Z,Seattle Mariners,San Diego Padres,Peoria Stadium,S,Final,1,2
779129,2025-03-01,2025-03-01T18:05:00Z,Pittsburgh Pirates,Baltimore Orioles,Ed Smith Stadium,S,Final,2,5
779079,2025-03-01,2025-03-01T18:05:00Z,Washington Nationals,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,3,2
778970,2025-03-01,2025-03-01T18:05:00Z,New York Mets,Tampa Bay Rays,Charlotte Sports Park,S,Final,1,10
778774,2025-03-01,2025-03-01T18:05:00Z,Minnesota Twins,Boston Red Sox,JetBlue Park,S,Final,8,4
779111,2025-03-01,2025-03-01T18:05:00Z,Philadelphia Phillies,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,1,0
778704,2025-03-01,2025-03-01T18:05:00Z,Toronto Blue Jays,Atlanta Braves,CoolToday Park,S,Final: Tied,1,1
779051,2025-03-01,2025-03-01T18:05:00Z,Houston Astros,New York Yankees,George M. Steinbrenner Field,S,Final,9,3
778756,2025-03-01,2025-03-01T20:05:00Z,Cleveland Guardians,Chicago Cubs,Sloan Park,S,Final,7,4
778831,2025-03-01,2025-03-01T20:05:00Z,San Diego Padres,Cincinnati Reds,Goodyear Ballpark,S,Final,7,3
778858,2025-03-01,2025-03-01T20:05:00Z,San Francisco Giants,Los Angeles Dodgers,Camelback Ranch,S,Final,6,5
778801,2025-03-01,2025-03-01T20:10:00Z,Colorado Rockies,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,8,4
779157,2025-03-01,2025-03-01T20:10:00Z,Athletics,Los Angeles Angels,Tempe Diablo Stadium,S,Final,5,0
779018,2025-03-01,2025-03-01T20:10:00Z,Chicago White Sox,Seattle Mariners,Peoria Stadium,S,Final,9,18
779099,2025-03-01,2025-03-01T20:10:00Z,Texas Rangers,Milwaukee Brewers,American Family Fields of Phoenix,S,Final,9,4
778730,2025-03-01,2025-03-01T23:05:00Z,Miami Marlins,Washington Nationals,CACTI Park of the Palm Beaches,S,Final,7,0
778936,2025-03-01,2025-03-02T01:05:00Z,Chicago Cubs,Kansas City Royals,Surprise Stadium,S,Final,1,11
778732,2025-03-02,2025-03-02T18:05:00Z,Washington Nationals,Houston Astros,CACTI Park of the Palm Beaches,S,Final,3,4
778769,2025-03-02,2025-03-02T18:05:00Z,New York Mets,Boston Red Sox,JetBlue Park,S,Final,6,4
779036,2025-03-02,2025-03-02T18:05:00Z,Detroit Tigers,Pittsburgh Pirates,LECOM Park,S,Final,4,10
778881,2025-03-02,2025-03-02T18:05:00Z,Tampa Bay Rays,Minnesota Twins,Lee Health Sports Complex,S,Final: Tied,5,5
778912,2025-03-02,2025-03-02T18:05:00Z,Baltimore Orioles,Philadelphia Phillies,BayCare Ballpark,S,Final,5,4
778706,2025-03-02,2025-03-02T18:05:00Z,New York Yankees,Atlanta Braves,CoolToday Park,S,Final,11,1
778957,2025-03-02,2025-03-02T18:07:00Z,Philadelphia Phillies,Toronto Blue Jays,TD Ballpark,S,Final,5,4
779078,2025-03-02,2025-03-02T18:10:00Z,St. Louis Cardinals,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,5,3
778749,2025-03-02,2025-03-02T20:05:00Z,Cincinnati Reds,Chicago Cubs,Sloan Park,S,Final,3,7
779146,2025-03-02,2025-03-02T20:05:00Z,Los Angeles Dodgers,Athletics,Hohokam Stadium,S,Final,4,8
778986,2025-03-02,2025-03-02T20:05:00Z,Los Angeles Angels,San Francisco Giants,Scottsdale Stadium,S,Final,9,5
778935,2025-03-02,2025-03-02T20:05:00Z,Arizona Diamondbacks,Texas Rangers,Surprise Stadium,S,Final,6,3
778860,2025-03-02,2025-03-02T20:05:00Z,Chicago White Sox,Los Angeles Dodgers,Camelback Ranch,S,Final,6,3
778833,2025-03-02,2025-03-02T20:05:00Z,Milwaukee Brewers,Cleveland Guardians,Goodyear Ballpark,S,Final: Tied,12,12
779013,2025-03-02,2025-03-02T20:10:00Z,Kansas City Royals,San Diego Padres,Peoria Stadium,S,Final,4,10
778799,2025-03-02,2025-03-02T20:10:00Z,Seattle Mariners,Colorado Rockies,Salt River Fields at Talking Stick,S,Final,6,1
779128,2025-03-03,2025-03-03T18:05:00Z,Boston Red Sox,Baltimore Orioles,Ed Smith Stadium,S,Final: Tied,6,6
779112,2025-03-03,2025-03-03T18:05:00Z,Toronto Blue Jays,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,3,13
778973,2025-03-03,2025-03-03T18:05:00Z,Atlanta Braves,Tampa Bay Rays,Charlotte Sports Park,S,Final,5,4
779076,2025-03-03,2025-03-03T18:10:00Z,Houston Astros,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,3,5
778940,2025-03-03,2025-03-03T20:05:00Z,Texas Rangers,Kansas City Royals,Surprise Stadium,S,Final,6,3
778859,2025-03-03,2025-03-03T20:05:00Z,Athletics,Chicago White Sox,Camelback Ranch,S,Final,4,5
778802,2025-03-03,2025-03-03T20:10:00Z,Chicago Cubs,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,10,2
779156,2025-03-03,2025-03-03T20:10:00Z,Colorado Rockies,Los Angeles Angels,Tempe Diablo Stadium,S,Final,4,8
779012,2025-03-03,2025-03-03T20:10:00Z,Cleveland Guardians,Seattle Mariners,Peoria Stadium,S,Final,7,2
778895,2025-03-03,2025-03-03T23:10:00Z,Miami Marlins,New York Mets,Clover Park,S,Final: Tied,1,1
779050,2025-03-03,2025-03-03T23:35:00Z,Pittsburgh Pirates,New York Yankees,George M. Steinbrenner Field,S,Final,12,3
778829,2025-03-03,2025-03-04T01:05:00Z,Milwaukee Brewers,Cincinnati Reds,Goodyear Ballpark,S,Final,5,4
779033,2025-03-04,2025-03-04T18:05:00Z,Boston Red Sox,Pittsburgh Pirates,LECOM Park,S,Final,4,12
778733,2025-03-04,2025-03-04T18:05:00Z,St. Louis Cardinals,Washington Nationals,CACTI Park of the Palm Beaches,S,Final,4,6
779077,2025-03-04,2025-03-04T18:05:00Z,New York Mets,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,6,1
778974,2025-03-04,2025-03-04T18:05:00Z,Detroit Tigers,Tampa Bay Rays,Charlotte Sports Park,S,Final,4,1
778708,2025-03-04,2025-03-04T18:05:00Z,Minnesota Twins,Atlanta Braves,CoolToday Park,S,Final: Tied,0,0
778909,2025-03-04,2025-03-04T18:05:00Z,New York Yankees,Philadelphia Phillies,BayCare Ballpark,S,Final,3,12
778825,2025-03-04,2025-03-04T20:05:00Z,Los Angeles Angels,Cleveland Guardians,Goodyear Ballpark,S,Final,8,1
778750,2025-03-04,2025-03-04T20:05:00Z,San Diego Padres,Chicago Cubs,Sloan Park,S,Final,16,1
778933,2025-03-04,2025-03-04T20:05:00Z,Athletics,Texas Rangers,Surprise Stadium,S,Final,3,6
778798,2025-03-04,2025-03-04T20:10:00Z,Cincinnati Reds,Colorado Rockies,Salt River Fields at Talking Stick,S,Final,9,5
779011,2025-03-04,2025-03-04T20:10:00Z,San Francisco Giants,San Diego Padres,Peoria Stadium,S,Final: Tied,1,1
778857,2025-03-04,2025-03-05T01:05:00Z,Cincinnati Reds,Los Angeles Dodgers,Camelback Ranch,S,Final,4,2
778735,2025-03-05,2025-03-05T18:05:00Z,St. Louis Cardinals,Houston Astros,CACTI Park of the Palm Beaches,S,Final,6,5
778770,2025-03-05,2025-03-05T18:05:00Z,Tampa Bay Rays,Boston Red Sox,JetBlue Park,S,Final,4,2
779034,2025-03-05,2025-03-05T18:05:00Z,Toronto Blue Jays,Pittsburgh Pirates,LECOM Park,S,Final,7,6
778878,2025-03-05,2025-03-05T18:05:00Z,Baltimore Orioles,Minnesota Twins,Lee Health Sports Complex,S,Final,2,5
779113,2025-03-05,2025-03-05T18:05:00Z,Philadelphia Phillies,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,17,7
779074,2025-03-05,2025-03-05T18:10:00Z,Washington Nationals,Miami Marlins,Roger Dean Chevrolet Stadium,S,Final,7,8
778828,2025-03-05,2025-03-05T20:05:00Z,Texas Rangers,Cincinnati Reds,Goodyear Ballpark,S,Final,3,5
778855,2025-03-05,2025-03-05T20:05:00Z,Milwaukee Brewers,Chicago White Sox,Camelback Ranch,S,Final,2,3
779155,2025-03-05,2025-03-05T20:10:00Z,Los Angeles Dodgers,Los Angeles Angels,Tempe Diablo Stadium,S,Final,3,5
779014,2025-03-05,2025-03-05T20:10:00Z,Colorado Rockies,San Diego Padres,Peoria Stadium,S,Final,3,4
778796,2025-03-05,2025-03-05T20:10:00Z,San Francisco Giants,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,5,11
779096,2025-03-05,2025-03-05T20:10:00Z,Chicago White Sox,Milwaukee Brewers,American Family Fields of Phoenix,S,Final,2,8
778934,2025-03-05,2025-03-06T01:05:00Z,Seattle Mariners,Kansas City Royals,Surprise Stadium,S,Final,9,6
779073,2025-03-06,2025-03-06T18:05:00Z,Washington Nationals,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,1,12
778910,2025-03-06,2025-03-06T18:05:00Z,Tampa Bay Rays,Philadelphia Phillies,BayCare Ballpark,S,Final,4,5
779046,2025-03-06,2025-03-06T18:05:00Z,Minnesota Twins,New York Yankees,George M. Steinbrenner Field,S,Final,4,8
778953,2025-03-06,2025-03-06T18:07:00Z,Boston Red Sox,Toronto Blue Jays,TD Ballpark,S,Final,7,4
778856,2025-03-06,2025-03-06T20:05:00Z,Texas Rangers,Los Angeles Dodgers,Camelback Ranch,S,Final,8,4
778932,2025-03-06,2025-03-06T20:05:00Z,San Diego Padres,Texas Rangers,Surprise Stadium,S,Final,8,2
778987,2025-03-06,2025-03-06T20:05:00Z,Chicago White Sox,San Francisco Giants,Scottsdale Stadium,S,Final,7,3
779127,2025-03-06,2025-03-06T23:05:00Z,Pittsburgh Pirates,Baltimore Orioles,Ed Smith Stadium,S,Final,5,9
778699,2025-03-06,2025-03-06T23:05:00Z,Miami Marlins,Atlanta Braves,CoolToday Park,S,Completed Early,1,1
778893,2025-03-06,2025-03-06T23:10:00Z,Houston Astros,New York Mets,Clover Park,S,Final,1,5
778830,2025-03-06,2025-03-07T01:05:00Z,Arizona Diamondbacks,Cleveland Guardians,Goodyear Ballpark,S,Final,4,0
778752,2025-03-06,2025-03-07T01:05:00Z,Kansas City Royals,Chicago Cubs,Sloan Park,S,Final,3,9
779147,2025-03-06,2025-03-07T01:15:00Z,Milwaukee Brewers,Athletics,Hohokam Stadium,S,Final,0,10
779015,2025-03-06,2025-03-07T01:40:00Z,Los Angeles Angels,Seattle Mariners,Peoria Stadium,S,Final: Tied,5,5
778797,2025-03-06,2025-03-07T01:40:00Z,Seattle Mariners,Arizona Diamondbacks,Salt River Fields at Talking Stick,S,Final,11,4
778971,2025-03-07,2025-03-07T18:05:00Z,Minnesota Twins,Tampa Bay Rays,Charlotte Sports Park,S,Final: Tied,9,9
779032,2025-03-07,2025-03-07T18:05:00Z,Philadelphia Phillies,Pittsburgh Pirates,LECOM Park,S,Final,3,2
778874,2025-03-07,2025-03-07T18:05:00Z,Atlanta Braves,Minnesota Twins,Lee Health Sports Complex,S,Final,7,1
778773,2025-03-07,2025-03-07T18:05:00Z,Miami Marlins,Boston Red Sox,JetBlue Park,S,Final,20,5
778929,2025-03-07,2025-03-07T20:05:00Z,Los Angeles Angels,Kansas City Royals,Surprise Stadium,S,Final,8,2
779141,2025-03-07,2025-03-07T20:05:00Z,Cleveland Guardians,Athletics,Hohokam Stadium,S,Final,5,12
779109,2025-03-07,2025-03-07T23:05:00Z,Baltimore Orioles,Detroit Tigers,Publix Field at Joker Marchant Stadium,S,Final,11,7
778734,2025-03-07,2025-03-07T23:05:00Z,New York Mets,Washington Nationals,CACTI Park of the Palm Beaches,S,Final,5,4
779075,2025-03-07,2025-03-07T23:05:00Z,Houston Astros,St. Louis Cardinals,Roger Dean Chevrolet Stadium,S,Final,6,4
779045,2025-03-07,2025-03-07T23:35:00Z,Toronto Blue Jays,New York Yankees,George M. Steinbrenner Field,S,Final,8,7
779016,2025-03-07,2025-03-08T01:40:00Z,Los Angeles Dodgers,Seattle Mariners,Peoria Stadium,S,Final,4,6
778826,2025-03-07,2025-03-07T20:05:00Z,San Francisco Giants,Cincinnati Reds,Goodyear Ballpark,S,Cancelled,,
778854,2025-03-07,2025-03-07T20:05:00Z,Chicago Cubs,Chicago White Sox,Camelback Ranch,S,Postponed: Rain,,
779154,2025-03-07,2025-03-07T20:10:00Z,Arizona Diamondbacks,Los Angeles Angels,Tempe Diablo Stadium,S,Cancelled,,
779097,2025-03-07,2025-03-07T20:10:00Z,San Diego Padres,Milwaukee Brewers,American Family Fields of Phoenix,S,Cancelled,,
778795,2025-03-07,2025-03-08T01:40:00Z,Texas Rangers,Colorado Rockies,Salt River Fields at Talking Stick,S,Cancelled,,
